date,iso_code,nuts2,name,supplier,administered
2021-04-15,ES-AR,ES24,Aragón,Unknown,347963
2021-04-15,ES-AS,ES12,Asturias,Unknown,330038
2021-04-15,ES-IB,ES53,Islas Baleares,Unknown,240488
2021-04-15,ES-CN,ES70,Canarias,Unknown,435235
2021-04-15,ES-CB,ES13,Cantabria,Unknown,153430
2021-04-15,ES-CL,ES41,Castilla y León,Unknown,754667
2021-04-15,ES-CM,ES42,Castilla-La Mancha,Unknown,519478
2021-04-15,ES-CT,ES51,Cataluña,Unknown,1922213
2021-04-15,ES-VC,ES52,Comunidad Valenciana,Unknown,1194050
2021-04-15,ES-EX,ES43,Extremadura,Unknown,327974
2021-04-15,ES-GA,ES11,Galicia,Unknown,803159
2021-04-15,ES-RI,ES23,La Rioja,Unknown,89433
2021-04-15,ES-MD,ES30,Madrid,Unknown,1563931
2021-04-15,ES-MC,ES62,Murcia,Unknown,300425
2021-04-15,ES-NC,ES22,Navarra,Unknown,171777
2021-04-15,ES-PV,ES21,País Vasco,Unknown,587349
2021-04-15,ES-CE,ES63,Ceuta,Unknown,17103
2021-04-15,ES-ML,ES64,Melilla,Unknown,15028
2021-04-16,ES-AN,ES61,Andalucía,Unknown,2116629
2021-04-16,ES-AR,ES24,Aragón,Unknown,375697
2021-04-16,ES-AS,ES12,Asturias,Unknown,343170
2021-04-16,ES-IB,ES53,Islas Baleares,Unknown,247693
2021-04-16,ES-CN,ES70,Canarias,Unknown,452142
2021-04-16,ES-CB,ES13,Cantabria,Unknown,159103
2021-04-16,ES-CL,ES41,Castilla y León,Unknown,787728
2021-04-16,ES-CM,ES42,Castilla-La Mancha,Unknown,543061
2021-04-16,ES-CT,ES51,Cataluña,Unknown,2002444
2021-04-16,ES-VC,ES52,Comunidad Valenciana,Unknown,1236279
2021-04-16,ES-EX,ES43,Extremadura,Unknown,341230
2021-04-16,ES-GA,ES11,Galicia,Unknown,817578
2021-04-16,ES-RI,ES23,La Rioja,Unknown,92486
2021-04-16,ES-MD,ES30,Madrid,Unknown,1612760
2021-04-16,ES-MC,ES62,Murcia,Unknown,318242
2021-04-16,ES-NC,ES22,Navarra,Unknown,177032
2021-04-16,ES-PV,ES21,País Vasco,Unknown,604493
2021-04-16,ES-CE,ES63,Ceuta,Unknown,17750
2021-04-16,ES-ML,ES64,Melilla,Unknown,15521
2021-04-19,ES-AN,ES61,Andalucía,Unknown,2199243
2021-04-19,ES-AR,ES24,Aragón,Unknown,391560
2021-04-19,ES-AS,ES12,Asturias,Unknown,371649
2021-04-19,ES-IB,ES53,Islas Baleares,Unknown,259921
2021-04-19,ES-CN,ES70,Canarias,Unknown,480524
2021-04-19,ES-CB,ES13,Cantabria,Unknown,166629
2021-04-19,ES-CL,ES41,Castilla y León,Unknown,830796
2021-04-19,ES-CM,ES42,Castilla-La Mancha,Unknown,562432
2021-04-19,ES-CT,ES51,Cataluña,Unknown,2070003
2021-04-19,ES-VC,ES52,Comunidad Valenciana,Unknown,1270968
2021-04-19,ES-EX,ES43,Extremadura,Unknown,351936
2021-04-19,ES-GA,ES11,Galicia,Unknown,865840
2021-04-19,ES-RI,ES23,La Rioja,Unknown,96354
2021-04-19,ES-MD,ES30,Madrid,Unknown,1679161
2021-04-19,ES-MC,ES62,Murcia,Unknown,334549
2021-04-19,ES-NC,ES22,Navarra,Unknown,189103
2021-04-19,ES-PV,ES21,País Vasco,Unknown,628743
2021-04-19,ES-CE,ES63,Ceuta,Unknown,17862
2021-04-19,ES-ML,ES64,Melilla,Unknown,16215
2021-04-20,ES-AN,ES61,Andalucía,Unknown,2199243
2021-04-20,ES-AR,ES24,Aragón,Unknown,400096
2021-04-20,ES-AS,ES12,Asturias,Unknown,380133
2021-04-20,ES-IB,ES53,Islas Baleares,Unknown,262935
2021-04-20,ES-CN,ES70,Canarias,Unknown,492264
2021-04-20,ES-CB,ES13,Cantabria,Unknown,170634
2021-04-20,ES-CL,ES41,Castilla y León,Unknown,850339
2021-04-20,ES-CM,ES42,Castilla-La Mancha,Unknown,569590
2021-04-20,ES-CT,ES51,Cataluña,Unknown,2083020
2021-04-20,ES-VC,ES52,Comunidad Valenciana,Unknown,1307612
2021-04-20,ES-EX,ES43,Extremadura,Unknown,353535
2021-04-20,ES-GA,ES11,Galicia,Unknown,877664
2021-04-20,ES-RI,ES23,La Rioja,Unknown,97907
2021-04-20,ES-MD,ES30,Madrid,Unknown,1718899
2021-04-20,ES-MC,ES62,Murcia,Unknown,345665
2021-04-20,ES-NC,ES22,Navarra,Unknown,193479
2021-04-20,ES-PV,ES21,País Vasco,Unknown,633375
2021-04-20,ES-CE,ES63,Ceuta,Unknown,17863
2021-04-20,ES-ML,ES64,Melilla,Unknown,16599
2021-04-21,ES-AN,ES61,Andalucía,Unknown,2320492
2021-04-21,ES-AR,ES24,Aragón,Unknown,413947
2021-04-21,ES-AS,ES12,Asturias,Unknown,392222
2021-04-21,ES-IB,ES53,Islas Baleares,Unknown,269110
2021-04-21,ES-CN,ES70,Canarias,Unknown,508147
2021-04-21,ES-CB,ES13,Cantabria,Unknown,177077
2021-04-21,ES-CL,ES41,Castilla y León,Unknown,878223
2021-04-21,ES-CM,ES42,Castilla-La Mancha,Unknown,583440
2021-04-21,ES-CT,ES51,Cataluña,Unknown,2142871
2021-04-21,ES-VC,ES52,Comunidad Valenciana,Unknown,1357860
2021-04-21,ES-EX,ES43,Extremadura,Unknown,363546
2021-04-21,ES-GA,ES11,Galicia,Unknown,914267
2021-04-21,ES-RI,ES23,La Rioja,Unknown,101658
2021-04-21,ES-MD,ES30,Madrid,Unknown,1761839
2021-04-21,ES-MC,ES62,Murcia,Unknown,360169
2021-04-21,ES-NC,ES22,Navarra,Unknown,197388
2021-04-21,ES-PV,ES21,País Vasco,Unknown,650297
2021-04-21,ES-CE,ES63,Ceuta,Unknown,17947
2021-04-21,ES-ML,ES64,Melilla,Unknown,17054
2021-04-22,ES-AN,ES61,Andalucía,Unknown,2386916
2021-04-22,ES-AR,ES24,Aragón,Unknown,436089
2021-04-22,ES-AS,ES12,Asturias,Unknown,402983
2021-04-22,ES-IB,ES53,Islas Baleares,Unknown,276829
2021-04-22,ES-CN,ES70,Canarias,Unknown,523232
2021-04-22,ES-CB,ES13,Cantabria,Unknown,182628
2021-04-22,ES-CL,ES41,Castilla y León,Unknown,910748
2021-04-22,ES-CM,ES42,Castilla-La Mancha,Unknown,608848
2021-04-22,ES-CT,ES51,Cataluña,Unknown,2217908
2021-04-22,ES-VC,ES52,Comunidad Valenciana,Unknown,1391648
2021-04-22,ES-EX,ES43,Extremadura,Unknown,377168
2021-04-22,ES-GA,ES11,Galicia,Unknown,947613
2021-04-22,ES-RI,ES23,La Rioja,Unknown,104710
2021-04-22,ES-MD,ES30,Madrid,Unknown,1806916
2021-04-22,ES-MC,ES62,Murcia,Unknown,376989
2021-04-22,ES-NC,ES22,Navarra,Unknown,200145
2021-04-22,ES-PV,ES21,País Vasco,Unknown,651736
2021-04-22,ES-CE,ES63,Ceuta,Unknown,18631
2021-04-22,ES-ML,ES64,Melilla,Unknown,17627
2021-04-23,ES-AN,ES61,Andalucía,Unknown,2458368
2021-04-23,ES-AR,ES24,Aragón,Unknown,456346
2021-04-23,ES-AS,ES12,Asturias,Unknown,412591
2021-04-23,ES-IB,ES53,Islas Baleares,Unknown,283212
2021-04-23,ES-CN,ES70,Canarias,Unknown,537808
2021-04-23,ES-CB,ES13,Cantabria,Unknown,188440
2021-04-23,ES-CL,ES41,Castilla y León,Unknown,910748
2021-04-23,ES-CM,ES42,Castilla-La Mancha,Unknown,633257
2021-04-23,ES-CT,ES51,Cataluña,Unknown,2295178
2021-04-23,ES-VC,ES52,Comunidad Valenciana,Unknown,1426532
2021-04-23,ES-EX,ES43,Extremadura,Unknown,390404
2021-04-23,ES-GA,ES11,Galicia,Unknown,952172
2021-04-23,ES-RI,ES23,La Rioja,Unknown,107983
2021-04-23,ES-MD,ES30,Madrid,Unknown,1847622
2021-04-23,ES-MC,ES62,Murcia,Unknown,388287
2021-04-23,ES-NC,ES22,Navarra,Unknown,205590
2021-04-23,ES-PV,ES21,País Vasco,Unknown,663553
2021-04-23,ES-CE,ES63,Ceuta,Unknown,19265
2021-04-23,ES-ML,ES64,Melilla,Unknown,18234
2021-04-26,ES-AN,ES61,Andalucía,Unknown,2528038
2021-04-26,ES-AR,ES24,Aragón,Unknown,461499
2021-04-26,ES-AS,ES12,Asturias,Unknown,428663
2021-04-26,ES-IB,ES53,Islas Baleares,Unknown,296858
2021-04-26,ES-CN,ES70,Canarias,Unknown,560683
2021-04-26,ES-CB,ES13,Cantabria,Unknown,197026
2021-04-26,ES-CL,ES41,Castilla y León,Unknown,957593
2021-04-26,ES-CM,ES42,Castilla-La Mancha,Unknown,653126
2021-04-26,ES-CT,ES51,Cataluña,Unknown,2346565
2021-04-26,ES-VC,ES52,Comunidad Valenciana,Unknown,1459296
2021-04-26,ES-EX,ES43,Extremadura,Unknown,397417
2021-04-26,ES-GA,ES11,Galicia,Unknown,985789
2021-04-26,ES-RI,ES23,La Rioja,Unknown,111029
2021-04-26,ES-MD,ES30,Madrid,Unknown,1918782
2021-04-26,ES-MC,ES62,Murcia,Unknown,405087
2021-04-26,ES-NC,ES22,Navarra,Unknown,206512
2021-04-26,ES-PV,ES21,País Vasco,Unknown,692328
2021-04-26,ES-CE,ES63,Ceuta,Unknown,19868
2021-04-26,ES-ML,ES64,Melilla,Unknown,18960
2021-04-27,ES-AN,ES61,Andalucía,Unknown,2574292
2021-04-27,ES-AR,ES24,Aragón,Unknown,468479
2021-04-27,ES-AS,ES12,Asturias,Unknown,436692
2021-04-27,ES-IB,ES53,Islas Baleares,Unknown,299091
2021-04-27,ES-CN,ES70,Canarias,Unknown,568528
2021-04-27,ES-CB,ES13,Cantabria,Unknown,202484
2021-04-27,ES-CL,ES41,Castilla y León,Unknown,974889
2021-04-27,ES-CM,ES42,Castilla-La Mancha,Unknown,659610
2021-04-27,ES-CT,ES51,Cataluña,Unknown,2372754
2021-04-27,ES-VC,ES52,Comunidad Valenciana,Unknown,1508083
2021-04-27,ES-EX,ES43,Extremadura,Unknown,400514
2021-04-27,ES-GA,ES11,Galicia,Unknown,1002060
2021-04-27,ES-RI,ES23,La Rioja,Unknown,113500
2021-04-27,ES-MD,ES30,Madrid,Unknown,1952871
2021-04-27,ES-MC,ES62,Murcia,Unknown,411044
2021-04-27,ES-NC,ES22,Navarra,Unknown,222352
2021-04-27,ES-PV,ES21,País Vasco,Unknown,717025
2021-04-27,ES-CE,ES63,Ceuta,Unknown,19930
2021-04-27,ES-ML,ES64,Melilla,Unknown,19634
2021-04-28,ES-AN,ES61,Andalucía,Unknown,2644818
2021-04-28,ES-AR,ES24,Aragón,Unknown,479427
2021-04-28,ES-AS,ES12,Asturias,Unknown,448307
2021-04-28,ES-IB,ES53,Islas Baleares,Unknown,302778
2021-04-28,ES-CN,ES70,Canarias,Unknown,582470
2021-04-28,ES-CB,ES13,Cantabria,Unknown,210225
2021-04-28,ES-CL,ES41,Castilla y León,Unknown,998713
2021-04-28,ES-CM,ES42,Castilla-La Mancha,Unknown,674163
2021-04-28,ES-CT,ES51,Cataluña,Unknown,2427932
2021-04-28,ES-VC,ES52,Comunidad Valenciana,Unknown,1568215
2021-04-28,ES-EX,ES43,Extremadura,Unknown,412129
2021-04-28,ES-GA,ES11,Galicia,Unknown,1037612
2021-04-28,ES-RI,ES23,La Rioja,Unknown,116708
2021-04-28,ES-MD,ES30,Madrid,Unknown,1999768
2021-04-28,ES-MC,ES62,Murcia,Unknown,419948
2021-04-28,ES-NC,ES22,Navarra,Unknown,226649
2021-04-28,ES-PV,ES21,País Vasco,Unknown,717025
2021-04-28,ES-CE,ES63,Ceuta,Unknown,20374
2021-04-28,ES-ML,ES64,Melilla,Unknown,19766
2021-04-29,ES-AN,ES61,Andalucía,Unknown,2740589
2021-04-29,ES-AR,ES24,Aragón,Unknown,501693
2021-04-29,ES-AS,ES12,Asturias,Unknown,461081
2021-04-29,ES-IB,ES53,Islas Baleares,Unknown,310767
2021-04-29,ES-CN,ES70,Canarias,Unknown,595783
2021-04-29,ES-CB,ES13,Cantabria,Unknown,217105
2021-04-29,ES-CL,ES41,Castilla y León,Unknown,1030975
2021-04-29,ES-CM,ES42,Castilla-La Mancha,Unknown,697281
2021-04-29,ES-CT,ES51,Cataluña,Unknown,2506750
2021-04-29,ES-VC,ES52,Comunidad Valenciana,Unknown,1613235
2021-04-29,ES-EX,ES43,Extremadura,Unknown,427507
2021-04-29,ES-GA,ES11,Galicia,Unknown,1063214
2021-04-29,ES-RI,ES23,La Rioja,Unknown,119869
2021-04-29,ES-MD,ES30,Madrid,Unknown,2047677
2021-04-29,ES-MC,ES62,Murcia,Unknown,429278
2021-04-29,ES-NC,ES22,Navarra,Unknown,233402
2021-04-29,ES-PV,ES21,País Vasco,Unknown,751272
2021-04-29,ES-CE,ES63,Ceuta,Unknown,20941
2021-04-29,ES-ML,ES64,Melilla,Unknown,20434
2021-04-30,ES-AN,ES61,Andalucía,Unknown,2831912
2021-04-30,ES-AR,ES24,Aragón,Unknown,524214
2021-04-30,ES-AS,ES12,Asturias,Unknown,474656
2021-04-30,ES-IB,ES53,Islas Baleares,Unknown,319347
2021-04-30,ES-CN,ES70,Canarias,Unknown,608346
2021-04-30,ES-CB,ES13,Cantabria,Unknown,224037
2021-04-30,ES-CL,ES41,Castilla y León,Unknown,1067062
2021-04-30,ES-CM,ES42,Castilla-La Mancha,Unknown,725719
2021-04-30,ES-CT,ES51,Cataluña,Unknown,2590635
2021-04-30,ES-VC,ES52,Comunidad Valenciana,Unknown,1666527
2021-04-30,ES-EX,ES43,Extremadura,Unknown,442614
2021-04-30,ES-GA,ES11,Galicia,Unknown,1094581
2021-04-30,ES-RI,ES23,La Rioja,Unknown,123247
2021-04-30,ES-MD,ES30,Madrid,Unknown,2102932
2021-04-30,ES-MC,ES62,Murcia,Unknown,439557
2021-04-30,ES-NC,ES22,Navarra,Unknown,240050
2021-04-30,ES-PV,ES21,País Vasco,Unknown,773542
2021-04-30,ES-CE,ES63,Ceuta,Unknown,21685
2021-04-30,ES-ML,ES64,Melilla,Unknown,20764
2021-05-03,ES-AN,ES61,Andalucía,Unknown,2871001
2021-05-03,ES-AR,ES24,Aragón,Unknown,536424
2021-05-03,ES-AS,ES12,Asturias,Unknown,522040
2021-05-03,ES-IB,ES53,Islas Baleares,Unknown,332881
2021-05-03,ES-CN,ES70,Canarias,Unknown,617231
2021-05-03,ES-CB,ES13,Cantabria,Unknown,244634
2021-05-03,ES-CL,ES41,Castilla y León,Unknown,1103186
2021-05-03,ES-CM,ES42,Castilla-La Mancha,Unknown,755383
2021-05-03,ES-CT,ES51,Cataluña,Unknown,2728479
2021-05-03,ES-VC,ES52,Comunidad Valenciana,Unknown,1699445
2021-05-03,ES-EX,ES43,Extremadura,Unknown,470629
2021-05-03,ES-GA,ES11,Galicia,Unknown,1182409
2021-05-03,ES-RI,ES23,La Rioja,Unknown,127356
2021-05-03,ES-MD,ES30,Madrid,Unknown,2226877
2021-05-03,ES-MC,ES62,Murcia,Unknown,461510
2021-05-03,ES-NC,ES22,Navarra,Unknown,253552
2021-05-03,ES-PV,ES21,País Vasco,Unknown,858757
2021-05-03,ES-CE,ES63,Ceuta,Unknown,40084
2021-05-03,ES-ML,ES64,Melilla,Unknown,25552
2021-05-04,ES-AN,ES61,Andalucía,Unknown,2976189
2021-05-04,ES-AR,ES24,Aragón,Unknown,545969
2021-05-04,ES-AS,ES12,Asturias,Unknown,506039
2021-05-04,ES-IB,ES53,Islas Baleares,Unknown,339804
2021-05-04,ES-CN,ES70,Canarias,Unknown,636081
2021-05-04,ES-CB,ES13,Cantabria,Unknown,235771
2021-05-04,ES-CL,ES41,Castilla y León,Unknown,1133971
2021-05-04,ES-CM,ES42,Castilla-La Mancha,Unknown,759297
2021-05-04,ES-CT,ES51,Cataluña,Unknown,2768664
2021-05-04,ES-VC,ES52,Comunidad Valenciana,Unknown,1723087
2021-05-04,ES-EX,ES43,Extremadura,Unknown,457230
2021-05-04,ES-GA,ES11,Galicia,Unknown,1200843
2021-05-04,ES-RI,ES23,La Rioja,Unknown,132310
2021-05-04,ES-MD,ES30,Madrid,Unknown,2278828
2021-05-04,ES-MC,ES62,Murcia,Unknown,456334
2021-05-04,ES-NC,ES22,Navarra,Unknown,259848
2021-05-04,ES-PV,ES21,País Vasco,Unknown,901182
2021-05-04,ES-CE,ES63,Ceuta,Unknown,23143
2021-05-04,ES-ML,ES64,Melilla,Unknown,21089
2021-05-05,ES-AN,ES61,Andalucía,Unknown,3051706
2021-05-05,ES-AR,ES24,Aragón,Unknown,557760
2021-05-05,ES-AS,ES12,Asturias,Unknown,520635
2021-05-05,ES-IB,ES53,Islas Baleares,Unknown,346609
2021-05-05,ES-CN,ES70,Canarias,Unknown,652877
2021-05-05,ES-CB,ES13,Cantabria,Unknown,243509
2021-05-05,ES-CL,ES41,Castilla y León,Unknown,1160331
2021-05-05,ES-CM,ES42,Castilla-La Mancha,Unknown,775768
2021-05-05,ES-CT,ES51,Cataluña,Unknown,2840839
2021-05-05,ES-VC,ES52,Comunidad Valenciana,Unknown,1806822
2021-05-05,ES-EX,ES43,Extremadura,Unknown,467248
2021-05-05,ES-GA,ES11,Galicia,Unknown,1244020
2021-05-05,ES-RI,ES23,La Rioja,Unknown,136822
2021-05-05,ES-MD,ES30,Madrid,Unknown,2336594
2021-05-05,ES-MC,ES62,Murcia,Unknown,461853
2021-05-05,ES-NC,ES22,Navarra,Unknown,266367
2021-05-05,ES-PV,ES21,País Vasco,Unknown,926363
2021-05-05,ES-CE,ES63,Ceuta,Unknown,23927
2021-05-05,ES-ML,ES64,Melilla,Unknown,21323
2021-05-06,ES-AN,ES61,Andalucía,Unknown,3142850
2021-05-06,ES-AR,ES24,Aragón,Unknown,582785
2021-05-06,ES-AS,ES12,Asturias,Unknown,533789
2021-05-06,ES-IB,ES53,Islas Baleares,Unknown,361244
2021-05-06,ES-CN,ES70,Canarias,Unknown,670357
2021-05-06,ES-CB,ES13,Cantabria,Unknown,251268
2021-05-06,ES-CL,ES41,Castilla y León,Unknown,1192445
2021-05-06,ES-CM,ES42,Castilla-La Mancha,Unknown,801477
2021-05-06,ES-CT,ES51,Cataluña,Unknown,2930201
2021-05-06,ES-VC,ES52,Comunidad Valenciana,Unknown,1882334
2021-05-06,ES-EX,ES43,Extremadura,Unknown,482847
2021-05-06,ES-GA,ES11,Galicia,Unknown,1289078
2021-05-06,ES-RI,ES23,La Rioja,Unknown,141144
2021-05-06,ES-MD,ES30,Madrid,Unknown,2411194
2021-05-06,ES-MC,ES62,Murcia,Unknown,470231
2021-05-06,ES-NC,ES22,Navarra,Unknown,273349
2021-05-06,ES-PV,ES21,País Vasco,Unknown,951644
2021-05-06,ES-CE,ES63,Ceuta,Unknown,24464
2021-05-06,ES-ML,ES64,Melilla,Unknown,21551
2021-05-07,ES-AN,ES61,Andalucía,Unknown,3237607
2021-05-07,ES-AR,ES24,Aragón,Unknown,607913
2021-05-07,ES-AS,ES12,Asturias,Unknown,547796
2021-05-07,ES-IB,ES53,Islas Baleares,Unknown,375653
2021-05-07,ES-CN,ES70,Canarias,Unknown,688738
2021-05-07,ES-CB,ES13,Cantabria,Unknown,258387
2021-05-07,ES-CL,ES41,Castilla y León,Unknown,1234278
2021-05-07,ES-CM,ES42,Castilla-La Mancha,Unknown,831038
2021-05-07,ES-CT,ES51,Cataluña,Unknown,3013402
2021-05-07,ES-VC,ES52,Comunidad Valenciana,Unknown,1936976
2021-05-07,ES-EX,ES43,Extremadura,Unknown,498732
2021-05-07,ES-GA,ES11,Galicia,Unknown,1334460
2021-05-07,ES-RI,ES23,La Rioja,Unknown,144347
2021-05-07,ES-MD,ES30,Madrid,Unknown,2473416
2021-05-07,ES-MC,ES62,Murcia,Unknown,483772
2021-05-07,ES-NC,ES22,Navarra,Unknown,281440
2021-05-07,ES-PV,ES21,País Vasco,Unknown,977236
2021-05-07,ES-CE,ES63,Ceuta,Unknown,25244
2021-05-07,ES-ML,ES64,Melilla,Unknown,21973
2021-05-10,ES-AN,ES61,Andalucía,Unknown,3341428
2021-05-10,ES-AR,ES24,Aragón,Unknown,624674
2021-05-10,ES-AS,ES12,Asturias,Unknown,576147
2021-05-10,ES-IB,ES53,Islas Baleares,Unknown,397769
2021-05-10,ES-CN,ES70,Canarias,Unknown,715448
2021-05-10,ES-CB,ES13,Cantabria,Unknown,268620
2021-05-10,ES-CL,ES41,Castilla y León,Unknown,1283004
2021-05-10,ES-CM,ES42,Castilla-La Mancha,Unknown,859125
2021-05-10,ES-CT,ES51,Cataluña,Unknown,3134621
2021-05-10,ES-VC,ES52,Comunidad Valenciana,Unknown,1988597
2021-05-10,ES-EX,ES43,Extremadura,Unknown,509489
2021-05-10,ES-GA,ES11,Galicia,Unknown,1429463
2021-05-10,ES-RI,ES23,La Rioja,Unknown,148773
2021-05-10,ES-MD,ES30,Madrid,Unknown,2594103
2021-05-10,ES-MC,ES62,Murcia,Unknown,514267
2021-05-10,ES-NC,ES22,Navarra,Unknown,296814
2021-05-10,ES-PV,ES21,País Vasco,Unknown,1024416
2021-05-10,ES-CE,ES63,Ceuta,Unknown,25976
2021-05-10,ES-ML,ES64,Melilla,Unknown,21973
2021-05-11,ES-AN,ES61,Andalucía,Unknown,3404573
2021-05-11,ES-AR,ES24,Aragón,Unknown,631404
2021-05-11,ES-AS,ES12,Asturias,Unknown,587765
2021-05-11,ES-IB,ES53,Islas Baleares,Unknown,402125
2021-05-11,ES-CN,ES70,Canarias,Unknown,728385
2021-05-11,ES-CB,ES13,Cantabria,Unknown,272825
2021-05-11,ES-CL,ES41,Castilla y León,Unknown,1302889
2021-05-11,ES-CM,ES42,Castilla-La Mancha,Unknown,867662
2021-05-11,ES-CT,ES51,Cataluña,Unknown,3174989
2021-05-11,ES-VC,ES52,Comunidad Valenciana,Unknown,2030951
2021-05-11,ES-EX,ES43,Extremadura,Unknown,513701
2021-05-11,ES-GA,ES11,Galicia,Unknown,1446879
2021-05-11,ES-RI,ES23,La Rioja,Unknown,150988
2021-05-11,ES-MD,ES30,Madrid,Unknown,2656416
2021-05-11,ES-MC,ES62,Murcia,Unknown,526801
2021-05-11,ES-NC,ES22,Navarra,Unknown,300977
2021-05-11,ES-PV,ES21,País Vasco,Unknown,1039070
2021-05-11,ES-CE,ES63,Ceuta,Unknown,26314
2021-05-11,ES-ML,ES64,Melilla,Unknown,21973
2021-05-12,ES-AN,ES61,Andalucía,Unknown,3482939
2021-05-12,ES-AR,ES24,Aragón,Unknown,643819
2021-05-12,ES-AS,ES12,Asturias,Unknown,600195
2021-05-12,ES-IB,ES53,Islas Baleares,Unknown,407370
2021-05-12,ES-CN,ES70,Canarias,Unknown,747377
2021-05-12,ES-CB,ES13,Cantabria,Unknown,280508
2021-05-12,ES-CL,ES41,Castilla y León,Unknown,1332562
2021-05-12,ES-CM,ES42,Castilla-La Mancha,Unknown,884665
2021-05-12,ES-CT,ES51,Cataluña,Unknown,3238108
2021-05-12,ES-VC,ES52,Comunidad Valenciana,Unknown,2091434
2021-05-12,ES-EX,ES43,Extremadura,Unknown,527973
2021-05-12,ES-GA,ES11,Galicia,Unknown,1480127
2021-05-12,ES-RI,ES23,La Rioja,Unknown,154540
2021-05-12,ES-MD,ES30,Madrid,Unknown,2716847
2021-05-12,ES-MC,ES62,Murcia,Unknown,539597
2021-05-12,ES-NC,ES22,Navarra,Unknown,307748
2021-05-12,ES-PV,ES21,País Vasco,Unknown,1060076
2021-05-12,ES-CE,ES63,Ceuta,Unknown,27162
2021-05-12,ES-ML,ES64,Melilla,Unknown,23887
2021-05-13,ES-AN,ES61,Andalucía,Unknown,3551351
2021-05-13,ES-AR,ES24,Aragón,Unknown,668287
2021-05-13,ES-AS,ES12,Asturias,Unknown,613773
2021-05-13,ES-IB,ES53,Islas Baleares,Unknown,416984
2021-05-13,ES-CN,ES70,Canarias,Unknown,766366
2021-05-13,ES-CB,ES13,Cantabria,Unknown,287063
2021-05-13,ES-CL,ES41,Castilla y León,Unknown,1332562
2021-05-13,ES-CM,ES42,Castilla-La Mancha,Unknown,915619
2021-05-13,ES-CT,ES51,Cataluña,Unknown,3312963
2021-05-13,ES-VC,ES52,Comunidad Valenciana,Unknown,2144330
2021-05-13,ES-EX,ES43,Extremadura,Unknown,542882
2021-05-13,ES-GA,ES11,Galicia,Unknown,1533508
2021-05-13,ES-RI,ES23,La Rioja,Unknown,157406
2021-05-13,ES-MD,ES30,Madrid,Unknown,2749920
2021-05-13,ES-MC,ES62,Murcia,Unknown,552805
2021-05-13,ES-NC,ES22,Navarra,Unknown,315599
2021-05-13,ES-PV,ES21,País Vasco,Unknown,1080358
2021-05-13,ES-CE,ES63,Ceuta,Unknown,27936
2021-05-13,ES-ML,ES64,Melilla,Unknown,25015
2021-05-14,ES-AN,ES61,Andalucía,Unknown,3667630
2021-05-14,ES-AR,ES24,Aragón,Unknown,691335
2021-05-14,ES-AS,ES12,Asturias,Unknown,627620
2021-05-14,ES-IB,ES53,Islas Baleares,Unknown,426217
2021-05-14,ES-CN,ES70,Canarias,Unknown,790500
2021-05-14,ES-CB,ES13,Cantabria,Unknown,294479
2021-05-14,ES-CL,ES41,Castilla y León,Unknown,1395533
2021-05-14,ES-CM,ES42,Castilla-La Mancha,Unknown,948942
2021-05-14,ES-CT,ES51,Cataluña,Unknown,3398325
2021-05-14,ES-VC,ES52,Comunidad Valenciana,Unknown,2195619
2021-05-14,ES-EX,ES43,Extremadura,Unknown,558070
2021-05-14,ES-GA,ES11,Galicia,Unknown,1564268
2021-05-14,ES-RI,ES23,La Rioja,Unknown,161031
2021-05-14,ES-MD,ES30,Madrid,Unknown,2840623
2021-05-14,ES-MC,ES62,Murcia,Unknown,573157
2021-05-14,ES-NC,ES22,Navarra,Unknown,322392
2021-05-14,ES-PV,ES21,País Vasco,Unknown,1096376
2021-05-14,ES-CE,ES63,Ceuta,Unknown,28426
2021-05-14,ES-ML,ES64,Melilla,Unknown,25585
2021-05-17,ES-AN,ES61,Andalucía,Unknown,3768883
2021-05-17,ES-AR,ES24,Aragón,Unknown,700668
2021-05-17,ES-AS,ES12,Asturias,Unknown,650728
2021-05-17,ES-IB,ES53,Islas Baleares,Unknown,443932
2021-05-17,ES-CN,ES70,Canarias,Unknown,823733
2021-05-17,ES-CB,ES13,Cantabria,Unknown,301950
2021-05-17,ES-CL,ES41,Castilla y León,Unknown,1422494
2021-05-17,ES-CM,ES42,Castilla-La Mancha,Unknown,991513
2021-05-17,ES-CT,ES51,Cataluña,Unknown,3512534
2021-05-17,ES-VC,ES52,Comunidad Valenciana,Unknown,2217729
2021-05-17,ES-EX,ES43,Extremadura,Unknown,570276
2021-05-17,ES-GA,ES11,Galicia,Unknown,1607078
2021-05-17,ES-RI,ES23,La Rioja,Unknown,163215
2021-05-17,ES-MD,ES30,Madrid,Unknown,2942235
2021-05-17,ES-MC,ES62,Murcia,Unknown,590226
2021-05-17,ES-NC,ES22,Navarra,Unknown,332283
2021-05-17,ES-PV,ES21,País Vasco,Unknown,1140415
2021-05-17,ES-CE,ES63,Ceuta,Unknown,29229
2021-05-17,ES-ML,ES64,Melilla,Unknown,26269
2021-05-18,ES-AN,ES61,Andalucía,Unknown,3828823
2021-05-18,ES-AR,ES24,Aragón,Unknown,704822
2021-05-18,ES-AS,ES12,Asturias,Unknown,659553
2021-05-18,ES-IB,ES53,Islas Baleares,Unknown,449449
2021-05-18,ES-CN,ES70,Canarias,Unknown,838680
2021-05-18,ES-CB,ES13,Cantabria,Unknown,306240
2021-05-18,ES-CL,ES41,Castilla y León,Unknown,1441310
