date,iso_code,nuts2,name,supplier,one_dose
2021-04-15,ES-AR,ES24,Aragón,Unknown,243497
2021-04-15,ES-AS,ES12,Asturias,Unknown,225213
2021-04-15,ES-IB,ES53,Islas Baleares,Unknown,180775
2021-04-15,ES-CN,ES70,Canarias,Unknown,318355
2021-04-15,ES-CB,ES13,Cantabria,Unknown,106261
2021-04-15,ES-CL,ES41,Castilla y León,Unknown,512416
2021-04-15,ES-CM,ES42,Castilla-La Mancha,Unknown,359628
2021-04-15,ES-CT,ES51,Cataluña,Unknown,1452114
2021-04-15,ES-VC,ES52,Comunidad Valenciana,Unknown,896713
2021-04-15,ES-EX,ES43,Extremadura,Unknown,232552
2021-04-15,ES-GA,ES11,Galicia,Unknown,600339
2021-04-15,ES-RI,ES23,La Rioja,Unknown,63613
2021-04-15,ES-MD,ES30,Madrid,Unknown,1123480
2021-04-15,ES-MC,ES62,Murcia,Unknown,199316
2021-04-15,ES-NC,ES22,Navarra,Unknown,119806
2021-04-15,ES-PV,ES21,País Vasco,Unknown,427256
2021-04-15,ES-CE,ES63,Ceuta,Unknown,13321
2021-04-15,ES-ML,ES64,Melilla,Unknown,10968
2021-04-16,ES-AN,ES61,Andalucía,Unknown,1543478
2021-04-16,ES-AR,ES24,Aragón,Unknown,267828
2021-04-16,ES-AS,ES12,Asturias,Unknown,233712
2021-04-16,ES-IB,ES53,Islas Baleares,Unknown,186073
2021-04-16,ES-CN,ES70,Canarias,Unknown,333521
2021-04-16,ES-CB,ES13,Cantabria,Unknown,111189
2021-04-16,ES-CL,ES41,Castilla y León,Unknown,540412
2021-04-16,ES-CM,ES42,Castilla-La Mancha,Unknown,379210
2021-04-16,ES-CT,ES51,Cataluña,Unknown,1520396
2021-04-16,ES-VC,ES52,Comunidad Valenciana,Unknown,931748
2021-04-16,ES-EX,ES43,Extremadura,Unknown,241569
2021-04-16,ES-GA,ES11,Galicia,Unknown,607712
2021-04-16,ES-RI,ES23,La Rioja,Unknown,66492
2021-04-16,ES-MD,ES30,Madrid,Unknown,1170118
2021-04-16,ES-MC,ES62,Murcia,Unknown,216482
2021-04-16,ES-NC,ES22,Navarra,Unknown,122959
2021-04-16,ES-PV,ES21,País Vasco,Unknown,439746
2021-04-16,ES-CE,ES63,Ceuta,Unknown,13959
2021-04-16,ES-ML,ES64,Melilla,Unknown,11228
2021-04-19,ES-AN,ES61,Andalucía,Unknown,1607070
2021-04-19,ES-AR,ES24,Aragón,Unknown,280029
2021-04-19,ES-AS,ES12,Asturias,Unknown,257843
2021-04-19,ES-IB,ES53,Islas Baleares,Unknown,196196
2021-04-19,ES-CN,ES70,Canarias,Unknown,359932
2021-04-19,ES-CB,ES13,Cantabria,Unknown,117799
2021-04-19,ES-CL,ES41,Castilla y León,Unknown,579359
2021-04-19,ES-CM,ES42,Castilla-La Mancha,Unknown,395777
2021-04-19,ES-CT,ES51,Cataluña,Unknown,1573060
2021-04-19,ES-VC,ES52,Comunidad Valenciana,Unknown,962284
2021-04-19,ES-EX,ES43,Extremadura,Unknown,251076
2021-04-19,ES-GA,ES11,Galicia,Unknown,649603
2021-04-19,ES-RI,ES23,La Rioja,Unknown,70153
2021-04-19,ES-MD,ES30,Madrid,Unknown,1226586
2021-04-19,ES-MC,ES62,Murcia,Unknown,232472
2021-04-19,ES-NC,ES22,Navarra,Unknown,133756
2021-04-19,ES-PV,ES21,País Vasco,Unknown,458169
2021-04-19,ES-CE,ES63,Ceuta,Unknown,14070
2021-04-19,ES-ML,ES64,Melilla,Unknown,11921
2021-04-20,ES-AN,ES61,Andalucía,Unknown,1607070
2021-04-20,ES-AR,ES24,Aragón,Unknown,287919
2021-04-20,ES-AS,ES12,Asturias,Unknown,265024
2021-04-20,ES-IB,ES53,Islas Baleares,Unknown,198886
2021-04-20,ES-CN,ES70,Canarias,Unknown,369177
2021-04-20,ES-CB,ES13,Cantabria,Unknown,120084
2021-04-20,ES-CL,ES41,Castilla y León,Unknown,596099
2021-04-20,ES-CM,ES42,Castilla-La Mancha,Unknown,398979
2021-04-20,ES-CT,ES51,Cataluña,Unknown,1584791
2021-04-20,ES-VC,ES52,Comunidad Valenciana,Unknown,993150
2021-04-20,ES-EX,ES43,Extremadura,Unknown,252659
2021-04-20,ES-GA,ES11,Galicia,Unknown,652713
2021-04-20,ES-RI,ES23,La Rioja,Unknown,71343
2021-04-20,ES-MD,ES30,Madrid,Unknown,1261667
2021-04-20,ES-MC,ES62,Murcia,Unknown,241467
2021-04-20,ES-NC,ES22,Navarra,Unknown,137647
2021-04-20,ES-PV,ES21,País Vasco,Unknown,459344
2021-04-20,ES-CE,ES63,Ceuta,Unknown,14071
2021-04-20,ES-ML,ES64,Melilla,Unknown,12230
2021-04-21,ES-AN,ES61,Andalucía,Unknown,1680021
2021-04-21,ES-AR,ES24,Aragón,Unknown,298377
2021-04-21,ES-AS,ES12,Asturias,Unknown,273421
2021-04-21,ES-IB,ES53,Islas Baleares,Unknown,202596
2021-04-21,ES-CN,ES70,Canarias,Unknown,379842
2021-04-21,ES-CB,ES13,Cantabria,Unknown,123924
2021-04-21,ES-CL,ES41,Castilla y León,Unknown,615747
2021-04-21,ES-CM,ES42,Castilla-La Mancha,Unknown,407512
2021-04-21,ES-CT,ES51,Cataluña,Unknown,1612381
2021-04-21,ES-VC,ES52,Comunidad Valenciana,Unknown,1023943
2021-04-21,ES-EX,ES43,Extremadura,Unknown,257408
2021-04-21,ES-GA,ES11,Galicia,Unknown,681904
2021-04-21,ES-RI,ES23,La Rioja,Unknown,74468
2021-04-21,ES-MD,ES30,Madrid,Unknown,1298740
2021-04-21,ES-MC,ES62,Murcia,Unknown,252940
2021-04-21,ES-NC,ES22,Navarra,Unknown,139542
2021-04-21,ES-PV,ES21,País Vasco,Unknown,472073
2021-04-21,ES-CE,ES63,Ceuta,Unknown,14071
2021-04-21,ES-ML,ES64,Melilla,Unknown,12673
2021-04-22,ES-AN,ES61,Andalucía,Unknown,1718946
2021-04-22,ES-AR,ES24,Aragón,Unknown,316321
2021-04-22,ES-AS,ES12,Asturias,Unknown,280376
2021-04-22,ES-IB,ES53,Islas Baleares,Unknown,207820
2021-04-22,ES-CN,ES70,Canarias,Unknown,390411
2021-04-22,ES-CB,ES13,Cantabria,Unknown,127227
2021-04-22,ES-CL,ES41,Castilla y León,Unknown,641014
2021-04-22,ES-CM,ES42,Castilla-La Mancha,Unknown,424752
2021-04-22,ES-CT,ES51,Cataluña,Unknown,1639279
2021-04-22,ES-VC,ES52,Comunidad Valenciana,Unknown,1034931
2021-04-22,ES-EX,ES43,Extremadura,Unknown,264730
2021-04-22,ES-GA,ES11,Galicia,Unknown,706458
2021-04-22,ES-RI,ES23,La Rioja,Unknown,77088
2021-04-22,ES-MD,ES30,Madrid,Unknown,1341864
2021-04-22,ES-MC,ES62,Murcia,Unknown,264882
2021-04-22,ES-NC,ES22,Navarra,Unknown,141284
2021-04-22,ES-PV,ES21,País Vasco,Unknown,472839
2021-04-22,ES-CE,ES63,Ceuta,Unknown,14083
2021-04-22,ES-ML,ES64,Melilla,Unknown,12895
2021-04-23,ES-AN,ES61,Andalucía,Unknown,1778529
2021-04-23,ES-AR,ES24,Aragón,Unknown,332947
2021-04-23,ES-AS,ES12,Asturias,Unknown,287820
2021-04-23,ES-IB,ES53,Islas Baleares,Unknown,212902
2021-04-23,ES-CN,ES70,Canarias,Unknown,402483
2021-04-23,ES-CB,ES13,Cantabria,Unknown,132713
2021-04-23,ES-CL,ES41,Castilla y León,Unknown,641014
2021-04-23,ES-CM,ES42,Castilla-La Mancha,Unknown,445713
2021-04-23,ES-CT,ES51,Cataluña,Unknown,1677328
2021-04-23,ES-VC,ES52,Comunidad Valenciana,Unknown,1049308
2021-04-23,ES-EX,ES43,Extremadura,Unknown,275474
2021-04-23,ES-GA,ES11,Galicia,Unknown,709187
2021-04-23,ES-RI,ES23,La Rioja,Unknown,80325
2021-04-23,ES-MD,ES30,Madrid,Unknown,1381742
2021-04-23,ES-MC,ES62,Murcia,Unknown,275399
2021-04-23,ES-NC,ES22,Navarra,Unknown,146017
2021-04-23,ES-PV,ES21,País Vasco,Unknown,484371
2021-04-23,ES-CE,ES63,Ceuta,Unknown,14293
2021-04-23,ES-ML,ES64,Melilla,Unknown,13486
2021-04-26,ES-AN,ES61,Andalucía,Unknown,1837278
2021-04-26,ES-AR,ES24,Aragón,Unknown,337540
2021-04-26,ES-AS,ES12,Asturias,Unknown,302999
2021-04-26,ES-IB,ES53,Islas Baleares,Unknown,225426
2021-04-26,ES-CN,ES70,Canarias,Unknown,423341
2021-04-26,ES-CB,ES13,Cantabria,Unknown,140929
2021-04-26,ES-CL,ES41,Castilla y León,Unknown,681181
2021-04-26,ES-CM,ES42,Castilla-La Mancha,Unknown,463677
2021-04-26,ES-CT,ES51,Cataluña,Unknown,1718003
2021-04-26,ES-VC,ES52,Comunidad Valenciana,Unknown,1071336
2021-04-26,ES-EX,ES43,Extremadura,Unknown,282136
2021-04-26,ES-GA,ES11,Galicia,Unknown,738114
2021-04-26,ES-RI,ES23,La Rioja,Unknown,83358
2021-04-26,ES-MD,ES30,Madrid,Unknown,1447286
2021-04-26,ES-MC,ES62,Murcia,Unknown,290736
2021-04-26,ES-NC,ES22,Navarra,Unknown,146808
2021-04-26,ES-PV,ES21,País Vasco,Unknown,512566
2021-04-26,ES-CE,ES63,Ceuta,Unknown,14839
2021-04-26,ES-ML,ES64,Melilla,Unknown,13950
2021-04-27,ES-AN,ES61,Andalucía,Unknown,1865789
2021-04-27,ES-AR,ES24,Aragón,Unknown,343702
2021-04-27,ES-AS,ES12,Asturias,Unknown,308236
2021-04-27,ES-IB,ES53,Islas Baleares,Unknown,227376
2021-04-27,ES-CN,ES70,Canarias,Unknown,429445
2021-04-27,ES-CB,ES13,Cantabria,Unknown,145106
2021-04-27,ES-CL,ES41,Castilla y León,Unknown,693811
2021-04-27,ES-CM,ES42,Castilla-La Mancha,Unknown,469578
2021-04-27,ES-CT,ES51,Cataluña,Unknown,1741599
2021-04-27,ES-VC,ES52,Comunidad Valenciana,Unknown,1116189
2021-04-27,ES-EX,ES43,Extremadura,Unknown,284048
2021-04-27,ES-GA,ES11,Galicia,Unknown,742792
2021-04-27,ES-RI,ES23,La Rioja,Unknown,85831
2021-04-27,ES-MD,ES30,Madrid,Unknown,1476396
2021-04-27,ES-MC,ES62,Murcia,Unknown,296574
2021-04-27,ES-NC,ES22,Navarra,Unknown,159406
2021-04-27,ES-PV,ES21,País Vasco,Unknown,533847
2021-04-27,ES-CE,ES63,Ceuta,Unknown,14899
2021-04-27,ES-ML,ES64,Melilla,Unknown,14305
2021-04-28,ES-AN,ES61,Andalucía,Unknown,1902321
2021-04-28,ES-AR,ES24,Aragón,Unknown,351468
2021-04-28,ES-AS,ES12,Asturias,Unknown,314147
2021-04-28,ES-IB,ES53,Islas Baleares,Unknown,229366
2021-04-28,ES-CN,ES70,Canarias,Unknown,437310
2021-04-28,ES-CB,ES13,Cantabria,Unknown,148241
2021-04-28,ES-CL,ES41,Castilla y León,Unknown,708470
2021-04-28,ES-CM,ES42,Castilla-La Mancha,Unknown,480201
2021-04-28,ES-CT,ES51,Cataluña,Unknown,1772389
2021-04-28,ES-VC,ES52,Comunidad Valenciana,Unknown,1165727
2021-04-28,ES-EX,ES43,Extremadura,Unknown,289608
2021-04-28,ES-GA,ES11,Galicia,Unknown,768589
2021-04-28,ES-RI,ES23,La Rioja,Unknown,87920
2021-04-28,ES-MD,ES30,Madrid,Unknown,1510730
2021-04-28,ES-MC,ES62,Murcia,Unknown,303997
2021-04-28,ES-NC,ES22,Navarra,Unknown,162480
2021-04-28,ES-PV,ES21,País Vasco,Unknown,533847
2021-04-28,ES-CE,ES63,Ceuta,Unknown,14944
2021-04-28,ES-ML,ES64,Melilla,Unknown,14434
2021-04-29,ES-AN,ES61,Andalucía,Unknown,1957002
2021-04-29,ES-AR,ES24,Aragón,Unknown,364364
2021-04-29,ES-AS,ES12,Asturias,Unknown,319282
2021-04-29,ES-IB,ES53,Islas Baleares,Unknown,233174
2021-04-29,ES-CN,ES70,Canarias,Unknown,443122
2021-04-29,ES-CB,ES13,Cantabria,Unknown,154187
2021-04-29,ES-CL,ES41,Castilla y León,Unknown,727388
2021-04-29,ES-CM,ES42,Castilla-La Mancha,Unknown,495445
2021-04-29,ES-CT,ES51,Cataluña,Unknown,1793929
2021-04-29,ES-VC,ES52,Comunidad Valenciana,Unknown,1182763
2021-04-29,ES-EX,ES43,Extremadura,Unknown,297856
2021-04-29,ES-GA,ES11,Galicia,Unknown,787752
2021-04-29,ES-RI,ES23,La Rioja,Unknown,89779
2021-04-29,ES-MD,ES30,Madrid,Unknown,1538904
2021-04-29,ES-MC,ES62,Murcia,Unknown,311482
2021-04-29,ES-NC,ES22,Navarra,Unknown,167672
2021-04-29,ES-PV,ES21,País Vasco,Unknown,561369
2021-04-29,ES-CE,ES63,Ceuta,Unknown,15144
2021-04-29,ES-ML,ES64,Melilla,Unknown,14543
2021-04-30,ES-AN,ES61,Andalucía,Unknown,2004070
2021-04-30,ES-AR,ES24,Aragón,Unknown,377520
2021-04-30,ES-AS,ES12,Asturias,Unknown,324880
2021-04-30,ES-IB,ES53,Islas Baleares,Unknown,236608
2021-04-30,ES-CN,ES70,Canarias,Unknown,448628
2021-04-30,ES-CB,ES13,Cantabria,Unknown,156532
2021-04-30,ES-CL,ES41,Castilla y León,Unknown,744217
2021-04-30,ES-CM,ES42,Castilla-La Mancha,Unknown,513927
2021-04-30,ES-CT,ES51,Cataluña,Unknown,1820712
2021-04-30,ES-VC,ES52,Comunidad Valenciana,Unknown,1197668
2021-04-30,ES-EX,ES43,Extremadura,Unknown,305143
2021-04-30,ES-GA,ES11,Galicia,Unknown,812636
2021-04-30,ES-RI,ES23,La Rioja,Unknown,90451
2021-04-30,ES-MD,ES30,Madrid,Unknown,1570954
2021-04-30,ES-MC,ES62,Murcia,Unknown,320106
2021-04-30,ES-NC,ES22,Navarra,Unknown,171131
2021-04-30,ES-PV,ES21,País Vasco,Unknown,573196
2021-04-30,ES-CE,ES63,Ceuta,Unknown,15249
2021-04-30,ES-ML,ES64,Melilla,Unknown,14700
2021-05-03,ES-AN,ES61,Andalucía,Unknown,2015029
2021-05-03,ES-AR,ES24,Aragón,Unknown,385394
2021-05-03,ES-AS,ES12,Asturias,Unknown,357898
2021-05-03,ES-IB,ES53,Islas Baleares,Unknown,241162
2021-05-03,ES-CN,ES70,Canarias,Unknown,448188
2021-05-03,ES-CB,ES13,Cantabria,Unknown,169716
2021-05-03,ES-CL,ES41,Castilla y León,Unknown,765410
2021-05-03,ES-CM,ES42,Castilla-La Mancha,Unknown,534020
2021-05-03,ES-CT,ES51,Cataluña,Unknown,1910864
2021-05-03,ES-VC,ES52,Comunidad Valenciana,Unknown,1202518
2021-05-03,ES-EX,ES43,Extremadura,Unknown,322306
2021-05-03,ES-GA,ES11,Galicia,Unknown,804154
2021-05-03,ES-RI,ES23,La Rioja,Unknown,93259
2021-05-03,ES-MD,ES30,Madrid,Unknown,1658847
2021-05-03,ES-MC,ES62,Murcia,Unknown,336143
2021-05-03,ES-NC,ES22,Navarra,Unknown,180343
2021-05-03,ES-PV,ES21,País Vasco,Unknown,623632
2021-05-03,ES-CE,ES63,Ceuta,Unknown,29793
2021-05-03,ES-ML,ES64,Melilla,Unknown,18651
2021-05-04,ES-AN,ES61,Andalucía,Unknown,2083113
2021-05-04,ES-AR,ES24,Aragón,Unknown,393630
2021-05-04,ES-AS,ES12,Asturias,Unknown,340151
2021-05-04,ES-IB,ES53,Islas Baleares,Unknown,244432
2021-05-04,ES-CN,ES70,Canarias,Unknown,463233
2021-05-04,ES-CB,ES13,Cantabria,Unknown,163196
2021-05-04,ES-CL,ES41,Castilla y León,Unknown,786796
2021-05-04,ES-CM,ES42,Castilla-La Mancha,Unknown,537563
2021-05-04,ES-CT,ES51,Cataluña,Unknown,1948945
2021-05-04,ES-VC,ES52,Comunidad Valenciana,Unknown,1221939
2021-05-04,ES-EX,ES43,Extremadura,Unknown,313681
2021-05-04,ES-GA,ES11,Galicia,Unknown,818614
2021-05-04,ES-RI,ES23,La Rioja,Unknown,96392
2021-05-04,ES-MD,ES30,Madrid,Unknown,1699252
2021-05-04,ES-MC,ES62,Murcia,Unknown,331970
2021-05-04,ES-NC,ES22,Navarra,Unknown,184665
2021-05-04,ES-PV,ES21,País Vasco,Unknown,656105
2021-05-04,ES-CE,ES63,Ceuta,Unknown,16706
2021-05-04,ES-ML,ES64,Melilla,Unknown,14964
2021-05-05,ES-AN,ES61,Andalucía,Unknown,2126959
2021-05-05,ES-AR,ES24,Aragón,Unknown,401040
2021-05-05,ES-AS,ES12,Asturias,Unknown,347648
2021-05-05,ES-IB,ES53,Islas Baleares,Unknown,248376
2021-05-05,ES-CN,ES70,Canarias,Unknown,468568
2021-05-05,ES-CB,ES13,Cantabria,Unknown,167228
2021-05-05,ES-CL,ES41,Castilla y León,Unknown,802106
2021-05-05,ES-CM,ES42,Castilla-La Mancha,Unknown,548163
2021-05-05,ES-CT,ES51,Cataluña,Unknown,1989218
2021-05-05,ES-VC,ES52,Comunidad Valenciana,Unknown,1286949
2021-05-05,ES-EX,ES43,Extremadura,Unknown,317930
2021-05-05,ES-GA,ES11,Galicia,Unknown,859361
2021-05-05,ES-RI,ES23,La Rioja,Unknown,99011
2021-05-05,ES-MD,ES30,Madrid,Unknown,1730570
2021-05-05,ES-MC,ES62,Murcia,Unknown,334527
2021-05-05,ES-NC,ES22,Navarra,Unknown,188320
2021-05-05,ES-PV,ES21,País Vasco,Unknown,672479
2021-05-05,ES-CE,ES63,Ceuta,Unknown,16969
2021-05-05,ES-ML,ES64,Melilla,Unknown,15003
2021-05-06,ES-AN,ES61,Andalucía,Unknown,2178787
2021-05-06,ES-AR,ES24,Aragón,Unknown,409210
2021-05-06,ES-AS,ES12,Asturias,Unknown,356508
2021-05-06,ES-IB,ES53,Islas Baleares,Unknown,259161
2021-05-06,ES-CN,ES70,Canarias,Unknown,475909
2021-05-06,ES-CB,ES13,Cantabria,Unknown,171848
2021-05-06,ES-CL,ES41,Castilla y León,Unknown,816851
2021-05-06,ES-CM,ES42,Castilla-La Mancha,Unknown,561280
2021-05-06,ES-CT,ES51,Cataluña,Unknown,2026562
2021-05-06,ES-VC,ES52,Comunidad Valenciana,Unknown,1332435
2021-05-06,ES-EX,ES43,Extremadura,Unknown,326353
2021-05-06,ES-GA,ES11,Galicia,Unknown,860812
2021-05-06,ES-RI,ES23,La Rioja,Unknown,102182
2021-05-06,ES-MD,ES30,Madrid,Unknown,1771335
2021-05-06,ES-MC,ES62,Murcia,Unknown,340133
2021-05-06,ES-NC,ES22,Navarra,Unknown,193069
2021-05-06,ES-PV,ES21,País Vasco,Unknown,685764
2021-05-06,ES-CE,ES63,Ceuta,Unknown,17206
2021-05-06,ES-ML,ES64,Melilla,Unknown,15209
2021-05-07,ES-AN,ES61,Andalucía,Unknown,2235894
2021-05-07,ES-AR,ES24,Aragón,Unknown,418542
2021-05-07,ES-AS,ES12,Asturias,Unknown,366161
2021-05-07,ES-IB,ES53,Islas Baleares,Unknown,269681
2021-05-07,ES-CN,ES70,Canarias,Unknown,484512
2021-05-07,ES-CB,ES13,Cantabria,Unknown,175734
2021-05-07,ES-CL,ES41,Castilla y León,Unknown,834020
2021-05-07,ES-CM,ES42,Castilla-La Mancha,Unknown,577083
2021-05-07,ES-CT,ES51,Cataluña,Unknown,2061440
2021-05-07,ES-VC,ES52,Comunidad Valenciana,Unknown,1353296
2021-05-07,ES-EX,ES43,Extremadura,Unknown,335727
2021-05-07,ES-GA,ES11,Galicia,Unknown,903590
2021-05-07,ES-RI,ES23,La Rioja,Unknown,103577
2021-05-07,ES-MD,ES30,Madrid,Unknown,1802912
2021-05-07,ES-MC,ES62,Murcia,Unknown,348071
2021-05-07,ES-NC,ES22,Navarra,Unknown,199236
2021-05-07,ES-PV,ES21,País Vasco,Unknown,702547
2021-05-07,ES-CE,ES63,Ceuta,Unknown,17713
2021-05-07,ES-ML,ES64,Melilla,Unknown,15458
2021-05-10,ES-AN,ES61,Andalucía,Unknown,2302922
2021-05-10,ES-AR,ES24,Aragón,Unknown,427262
2021-05-10,ES-AS,ES12,Asturias,Unknown,385897
2021-05-10,ES-IB,ES53,Islas Baleares,Unknown,286017
2021-05-10,ES-CN,ES70,Canarias,Unknown,500438
2021-05-10,ES-CB,ES13,Cantabria,Unknown,181914
2021-05-10,ES-CL,ES41,Castilla y León,Unknown,865320
2021-05-10,ES-CM,ES42,Castilla-La Mancha,Unknown,594814
2021-05-10,ES-CT,ES51,Cataluña,Unknown,2149785
2021-05-10,ES-VC,ES52,Comunidad Valenciana,Unknown,1374874
2021-05-10,ES-EX,ES43,Extremadura,Unknown,342684
2021-05-10,ES-GA,ES11,Galicia,Unknown,982832
2021-05-10,ES-RI,ES23,La Rioja,Unknown,105541
2021-05-10,ES-MD,ES30,Madrid,Unknown,1879657
2021-05-10,ES-MC,ES62,Murcia,Unknown,365566
2021-05-10,ES-NC,ES22,Navarra,Unknown,209502
2021-05-10,ES-PV,ES21,País Vasco,Unknown,742164
2021-05-10,ES-CE,ES63,Ceuta,Unknown,18342
2021-05-10,ES-ML,ES64,Melilla,Unknown,15458
2021-05-11,ES-AN,ES61,Andalucía,Unknown,2344108
2021-05-11,ES-AR,ES24,Aragón,Unknown,433491
2021-05-11,ES-AS,ES12,Asturias,Unknown,392831
2021-05-11,ES-IB,ES53,Islas Baleares,Unknown,289278
2021-05-11,ES-CN,ES70,Canarias,Unknown,508919
2021-05-11,ES-CB,ES13,Cantabria,Unknown,185810
2021-05-11,ES-CL,ES41,Castilla y León,Unknown,876912
2021-05-11,ES-CM,ES42,Castilla-La Mancha,Unknown,602442
2021-05-11,ES-CT,ES51,Cataluña,Unknown,2187429
2021-05-11,ES-VC,ES52,Comunidad Valenciana,Unknown,1406410
2021-05-11,ES-EX,ES43,Extremadura,Unknown,346458
2021-05-11,ES-GA,ES11,Galicia,Unknown,997150
2021-05-11,ES-RI,ES23,La Rioja,Unknown,106571
2021-05-11,ES-MD,ES30,Madrid,Unknown,1911547
2021-05-11,ES-MC,ES62,Murcia,Unknown,373597
2021-05-11,ES-NC,ES22,Navarra,Unknown,210661
2021-05-11,ES-PV,ES21,País Vasco,Unknown,754863
2021-05-11,ES-CE,ES63,Ceuta,Unknown,18530
2021-05-11,ES-ML,ES64,Melilla,Unknown,15458
2021-05-12,ES-AN,ES61,Andalucía,Unknown,2397813
2021-05-12,ES-AR,ES24,Aragón,Unknown,438841
2021-05-12,ES-AS,ES12,Asturias,Unknown,398717
2021-05-12,ES-IB,ES53,Islas Baleares,Unknown,291800
2021-05-12,ES-CN,ES70,Canarias,Unknown,519168
2021-05-12,ES-CB,ES13,Cantabria,Unknown,191376
2021-05-12,ES-CL,ES41,Castilla y León,Unknown,889728
2021-05-12,ES-CM,ES42,Castilla-La Mancha,Unknown,614197
2021-05-12,ES-CT,ES51,Cataluña,Unknown,2237657
2021-05-12,ES-VC,ES52,Comunidad Valenciana,Unknown,1444489
2021-05-12,ES-EX,ES43,Extremadura,Unknown,356294
2021-05-12,ES-GA,ES11,Galicia,Unknown,1028809
2021-05-12,ES-RI,ES23,La Rioja,Unknown,107635
2021-05-12,ES-MD,ES30,Madrid,Unknown,1942011
2021-05-12,ES-MC,ES62,Murcia,Unknown,377867
2021-05-12,ES-NC,ES22,Navarra,Unknown,214368
2021-05-12,ES-PV,ES21,País Vasco,Unknown,763568
2021-05-12,ES-CE,ES63,Ceuta,Unknown,19361
2021-05-12,ES-ML,ES64,Melilla,Unknown,17272
2021-05-13,ES-AN,ES61,Andalucía,Unknown,2442005
2021-05-13,ES-AR,ES24,Aragón,Unknown,448908
2021-05-13,ES-AS,ES12,Asturias,Unknown,405443
2021-05-13,ES-IB,ES53,Islas Baleares,Unknown,297117
2021-05-13,ES-CN,ES70,Canarias,Unknown,530015
2021-05-13,ES-CB,ES13,Cantabria,Unknown,196524
2021-05-13,ES-CL,ES41,Castilla y León,Unknown,889728
2021-05-13,ES-CM,ES42,Castilla-La Mancha,Unknown,629262
2021-05-13,ES-CT,ES51,Cataluña,Unknown,2294659
2021-05-13,ES-VC,ES52,Comunidad Valenciana,Unknown,1488047
2021-05-13,ES-EX,ES43,Extremadura,Unknown,364929
2021-05-13,ES-GA,ES11,Galicia,Unknown,1029985
2021-05-13,ES-RI,ES23,La Rioja,Unknown,108702
2021-05-13,ES-MD,ES30,Madrid,Unknown,1945081
2021-05-13,ES-MC,ES62,Murcia,Unknown,382925
2021-05-13,ES-NC,ES22,Navarra,Unknown,219378
2021-05-13,ES-PV,ES21,País Vasco,Unknown,776645
2021-05-13,ES-CE,ES63,Ceuta,Unknown,20126
2021-05-13,ES-ML,ES64,Melilla,Unknown,18390
2021-05-14,ES-AN,ES61,Andalucía,Unknown,2511506
2021-05-14,ES-AR,ES24,Aragón,Unknown,458069
2021-05-14,ES-AS,ES12,Asturias,Unknown,413428
2021-05-14,ES-IB,ES53,Islas Baleares,Unknown,302253
2021-05-14,ES-CN,ES70,Canarias,Unknown,544850
2021-05-14,ES-CB,ES13,Cantabria,Unknown,200198
2021-05-14,ES-CL,ES41,Castilla y León,Unknown,904934
2021-05-14,ES-CM,ES42,Castilla-La Mancha,Unknown,645208
2021-05-14,ES-CT,ES51,Cataluña,Unknown,2354256
2021-05-14,ES-VC,ES52,Comunidad Valenciana,Unknown,1523321
2021-05-14,ES-EX,ES43,Extremadura,Unknown,371327
2021-05-14,ES-GA,ES11,Galicia,Unknown,1057691
2021-05-14,ES-RI,ES23,La Rioja,Unknown,109704
2021-05-14,ES-MD,ES30,Madrid,Unknown,2005375
2021-05-14,ES-MC,ES62,Murcia,Unknown,389545
2021-05-14,ES-NC,ES22,Navarra,Unknown,223254
2021-05-14,ES-PV,ES21,País Vasco,Unknown,789241
2021-05-14,ES-CE,ES63,Ceuta,Unknown,20603
2021-05-14,ES-ML,ES64,Melilla,Unknown,18558
2021-05-17,ES-AN,ES61,Andalucía,Unknown,2577517
2021-05-17,ES-AR,ES24,Aragón,Unknown,466699
2021-05-17,ES-AS,ES12,Asturias,Unknown,426347
2021-05-17,ES-IB,ES53,Islas Baleares,Unknown,314701
2021-05-17,ES-CN,ES70,Canarias,Unknown,570448
2021-05-17,ES-CB,ES13,Cantabria,Unknown,204293
2021-05-17,ES-CL,ES41,Castilla y León,Unknown,920462
2021-05-17,ES-CM,ES42,Castilla-La Mancha,Unknown,676614
2021-05-17,ES-CT,ES51,Cataluña,Unknown,2445125
2021-05-17,ES-VC,ES52,Comunidad Valenciana,Unknown,1533622
2021-05-17,ES-EX,ES43,Extremadura,Unknown,377207
2021-05-17,ES-GA,ES11,Galicia,Unknown,1075837
2021-05-17,ES-RI,ES23,La Rioja,Unknown,109739
2021-05-17,ES-MD,ES30,Madrid,Unknown,2065290
2021-05-17,ES-MC,ES62,Murcia,Unknown,403635
2021-05-17,ES-NC,ES22,Navarra,Unknown,229538
2021-05-17,ES-PV,ES21,País Vasco,Unknown,815059
2021-05-17,ES-CE,ES63,Ceuta,Unknown,21368
2021-05-17,ES-ML,ES64,Melilla,Unknown,19204
2021-05-18,ES-AN,ES61,Andalucía,Unknown,2618121
2021-05-18,ES-AR,ES24,Aragón,Unknown,469534
2021-05-18,ES-AS,ES12,Asturias,Unknown,432729
2021-05-18,ES-IB,ES53,Islas Baleares,Unknown,319145
2021-05-18,ES-CN,ES70,Canarias,Unknown,581553
2021-05-18,ES-CB,ES13,Cantabria,Unknown,206133
2021-05-18,ES-CL,ES41,Castilla y León,Unknown,929830
2021-05-18,ES-CM,ES42,Castilla-La Mancha,Unknown,683201
